frame,timestamp,confidence,AU04_c,AU12_c,AU15_c,AU01_r,AU04_r,AU06_r,AU12_r,AU15_r,AU17_r
5600,186.633,0.965156,1,1,1,0.997324,2.31248,0.603752,0.0,0.562607,0.621904
5601,186.667,0.944115,1,1,0,1.99472,1.14052,0.977058,0.0,0.0,0.513187
5602,186.7,0.905336,1,0,0,1.6649,0.760382,0.735077,0.0,0.703146,0.0
5603,186.733,0.721362,-100,-100,-100,0.0,0.0,0.0,0.0,0.0,0.0
5604,186.767,0.773685,1,1,1,3.35369,0.0,0.592188,0.844709,1.29158,0.0
5605,186.8,0.790866,1,1,1,3.10103,0.0,0.65818,0.776064,1.15879,0.0
5606,186.833,0.804192,1,1,1,2.74666,0.0,0.671394,0.607723,1.07242,0.0
5607,186.867,0.785794,1,1,1,2.4297,0.757296,0.739136,0.0,0.907642,0.0
5608,186.9,0.927757,1,1,1,1.43488,2.05961,0.595887,0.0,0.949636,0.0
5609,186.933,0.91605,1,1,1,1.41914,1.67184,0.682474,0.0,1.2534,0.0
5610,186.967,0.925764,1,1,1,0.684221,2.41323,0.0,0.0,0.731428,0.0
5611,187.0,0.916541,1,1,1,0.0,1.75566,0.0,0.0,0.755541,0.607775
5612,187.033,0.928998,1,1,1,0.0,1.12925,0.0,0.0,0.754028,0.0
5613,187.067,0.9515,1,1,1,0.0,2.302,0.0,0.0,0.985579,0.0
5614,187.1,0.957586,1,1,1,0.0,2.11026,0.0,0.0,1.16275,0.0
5615,187.133,0.957675,1,1,1,0.0,1.65608,0.0,0.0,0.94202,0.0
5616,187.167,0.961254,1,1,1,0.0,1.281,0.0,0.0,0.849098,0.0
5617,187.2,0.961478,0,1,1,0.0,0.876814,0.0,0.0,0.873336,0.0
5618,187.233,0.962831,1,1,1,0.0,0.982073,0.0,0.0,0.819848,0.0
5619,187.267,0.959966,0,1,1,0.0,0.0,0.0,0.0,0.785666,0.0
5620,187.3,0.957936,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
5621,187.333,0.963121,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5622,187.367,0.962843,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5623,187.4,0.9666,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5624,187.433,0.971412,0,1,0,0.0,0.877485,0.0,0.0,0.0,0.0
5625,187.467,0.96681,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5626,187.5,0.970053,0,1,0,0.0,0.584289,0.0,0.0,0.0,0.0
5627,187.533,0.969097,0,1,0,0.0,0.940457,0.0,0.0,0.0,0.0
5628,187.567,0.960819,0,1,0,0.0,1.1404,0.0,0.0,0.0,0.0
5629,187.6,0.957351,0,1,0,0.0,0.840823,0.0,0.0,0.0,0.0
5630,187.633,0.961033,0,1,0,0.0,2.00485,0.0,0.0,0.552115,0.0
5631,187.667,0.957547,1,1,0,0.0,2.45746,0.0,0.0,0.670169,0.0
5632,187.7,0.931266,0,1,0,0.952407,1.83688,0.500796,0.0,0.0,0.0
5633,187.733,0.914877,0,1,0,1.84457,1.47907,0.554595,0.584277,0.0,0.0
5634,187.767,0.927847,0,1,0,2.17317,1.06678,0.0,0.0,0.0,0.0
5635,187.8,0.930936,0,1,0,1.84288,0.908481,0.0,0.575103,0.574997,0.0
5636,187.833,0.930674,0,1,0,1.95121,0.798717,0.0,0.735397,0.0,0.0
5637,187.867,0.931984,0,1,0,2.71185,0.0,0.0,0.980328,0.547383,0.0
5638,187.9,0.939122,0,1,0,2.71045,0.0,0.0,0.774692,0.0,0.0
5639,187.933,0.941875,0,1,0,2.42193,0.840047,0.0,0.542972,0.565913,0.0
5640,187.967,0.942463,0,1,0,2.41067,0.839567,0.0,0.541044,0.711169,0.0
5641,188.0,0.930806,0,1,0,2.7533,1.1639,0.0,0.0,0.0,0.0
5642,188.033,0.92561,0,1,0,2.61681,0.977669,0.592369,0.813869,0.0,0.0
5643,188.067,0.928507,0,1,0,2.43876,1.18021,0.561742,0.800401,0.508077,0.0
5644,188.1,0.927026,0,1,0,2.24744,1.23125,0.0,0.0,0.0,0.0
5645,188.133,0.936818,0,1,0,1.75017,1.17568,0.0,0.0,0.0,0.0
5646,188.167,0.942306,0,1,0,1.40537,0.0,0.0,0.0,0.0,0.0
5647,188.2,0.962837,0,1,0,0.771248,0.0,0.0,0.0,0.0,0.0
5648,188.233,0.971628,0,1,0,0.678336,0.0,0.0,0.0,0.0,0.0
5649,188.267,0.971224,0,1,0,0.5625,0.0,0.0,0.0,0.514887,0.0
5650,188.3,0.965335,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5651,188.333,0.964732,0,1,0,0.0,0.0,0.0,0.0,0.587839,0.0
5652,188.367,0.963841,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5653,188.4,0.966004,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5654,188.433,0.963517,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5655,188.467,0.965085,0,1,0,0.0,0.0,0.544545,0.0,0.0,0.0
5656,188.5,0.965014,0,1,0,0.0,0.0,0.601615,0.0,0.0,0.0
5657,188.533,0.966003,0,1,0,0.0,0.0,0.59024,0.0,0.563604,0.0
5658,188.567,0.968542,0,1,0,0.0,0.0,0.0,0.0,0.517053,0.0
5659,188.6,0.966397,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5660,188.633,0.972376,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5661,188.667,0.969592,0,1,0,0.0,0.645973,0.0,0.0,0.0,0.0
5662,188.7,0.966108,0,1,0,0.0,0.621898,0.0,0.0,0.0,0.0
5663,188.733,0.964659,0,1,0,0.0,0.973639,0.0,0.0,0.0,0.0
5664,188.767,0.964342,0,1,0,0.0,0.840337,0.0,0.0,0.0,0.524596
5665,188.8,0.963597,0,1,0,0.0,0.844195,0.0,0.0,0.0,0.0
5666,188.833,0.966611,0,1,0,0.0,0.951439,0.0,0.0,0.0,0.0
5667,188.867,0.965756,0,1,0,0.531374,0.794107,0.0,0.0,0.0,0.0
5668,188.9,0.969901,0,1,0,0.704003,0.868511,0.0,0.0,0.0,0.0
5669,188.933,0.96964,0,1,0,0.954074,0.973517,0.0,0.0,0.0,0.0
5670,188.967,0.966808,0,1,0,0.919955,0.738709,0.0,0.0,0.0,0.0
5671,189.0,0.967872,0,1,0,0.835133,0.730119,0.0,0.0,0.0,0.0
5672,189.033,0.968007,0,1,0,0.867111,0.781441,0.0,0.0,0.0,0.0
5673,189.067,0.96805,0,1,0,0.73782,0.987717,0.0,0.0,0.0,0.511173
5674,189.1,0.967544,0,1,0,0.812937,0.996777,0.0,0.0,0.0,0.511333
5675,189.133,0.971439,0,1,1,0.878721,1.01812,0.0,0.0,0.0,0.515932
5676,189.167,0.971674,0,1,1,0.831525,0.955248,0.0,0.0,0.0,0.0
5677,189.2,0.969989,0,1,1,1.10463,1.34866,0.0,0.0,0.0,0.545753
5678,189.233,0.971023,0,1,1,1.16566,0.885734,0.0,0.0,0.576935,0.0
5679,189.267,0.971241,0,1,0,2.61332,0.0,0.0,0.0,0.0,0.0
5680,189.3,0.974092,0,1,0,3.61448,0.0,0.0,0.0,0.56652,0.0
5681,189.333,0.971705,0,1,0,3.7125,0.0,0.0,0.0,0.547304,0.0
5682,189.367,0.969966,0,1,0,3.83337,0.0,0.0,0.599936,0.0,0.628964
5683,189.4,0.966414,0,1,0,3.47318,0.0,0.520446,0.705628,0.0,0.690653
5684,189.433,0.969477,0,1,0,3.53147,0.0,0.662491,0.676027,0.0,0.807966
5685,189.467,0.96434,0,1,0,3.36271,0.0,0.932703,0.755253,0.0,0.760758
5686,189.5,0.960461,0,1,0,3.64746,0.0,0.997081,0.943626,0.0,0.666516
5687,189.533,0.95837,0,1,0,3.83764,0.0,0.921097,0.891633,0.0,0.664493
5688,189.567,0.964864,0,1,0,3.54895,0.0,0.940568,0.798158,0.0,0.613123
5689,189.6,0.962205,0,1,0,3.22459,0.0,0.819115,0.608418,0.0,0.578147
5690,189.633,0.963522,0,1,0,3.3899,0.0,0.85656,0.692841,0.576993,0.6425
5691,189.667,0.963518,0,1,0,3.4652,0.0,0.775375,0.692537,0.0,0.540855
5692,189.7,0.961611,0,1,0,3.1477,0.0,0.810781,0.739215,0.0,0.551794
5693,189.733,0.9632,0,1,0,2.73333,0.0,0.767397,0.672588,0.0,0.0
5694,189.767,0.971214,0,1,0,2.36445,0.0,0.779554,0.657912,0.0,0.0
5695,189.8,0.97577,0,1,0,2.05171,0.0,0.651811,0.532416,0.0,0.0
5696,189.833,0.972474,0,1,0,2.24212,0.0,0.609456,0.606293,0.0,0.0
5697,189.867,0.975587,0,1,0,2.06898,0.0,0.518137,0.509246,0.0,0.0
5698,189.9,0.973031,0,1,0,1.92902,0.0,0.581891,0.522158,0.0,0.0
5699,189.933,0.973147,0,1,0,1.77185,0.0,0.509898,0.621757,0.0,0.0
5700,189.967,0.97174,0,1,0,1.77142,0.0,0.0,0.575007,0.0,0.0
5701,190.0,0.970716,0,1,0,1.62922,0.0,0.0,0.0,0.0,0.0
5702,190.033,0.970943,0,1,0,1.59062,0.0,0.0,0.525426,0.0,0.0
5703,190.067,0.969309,0,1,0,1.5732,0.0,0.0,0.63669,0.0,0.0
5704,190.1,0.970185,0,1,0,1.6628,0.0,0.0,0.0,0.0,0.0
5705,190.133,0.971272,0,1,0,1.63846,0.0,0.0,0.0,0.0,0.0
5706,190.167,0.974739,0,1,0,1.64898,0.0,0.0,0.0,0.0,0.0
5707,190.2,0.973914,0,1,0,1.79264,0.0,0.0,0.0,0.0,0.0
5708,190.233,0.971686,0,1,0,1.97379,0.0,0.0,0.0,0.0,0.0
5709,190.267,0.97082,0,1,0,2.21096,0.0,0.0,0.0,0.0,0.0
5710,190.3,0.968404,0,1,0,2.14151,0.0,0.0,0.0,0.0,0.0
5711,190.333,0.96924,0,1,0,1.95884,0.0,0.0,0.0,0.0,0.0
5712,190.367,0.970315,0,1,0,1.99511,0.0,0.0,0.0,0.0,0.0
5713,190.4,0.973349,0,1,0,1.99136,0.0,0.0,0.0,0.0,0.0
5714,190.433,0.974403,0,1,0,1.78811,0.0,0.0,0.0,0.0,0.0
5715,190.467,0.972495,0,1,0,1.97692,0.0,0.0,0.0,0.0,0.0
5716,190.5,0.973837,0,1,0,1.94015,0.0,0.0,0.0,0.0,0.0
5717,190.533,0.974633,0,1,0,1.79734,0.0,0.0,0.0,0.0,0.0
5718,190.567,0.968601,0,1,0,1.86538,0.0,0.0,0.0,0.0,0.0
5719,190.6,0.972668,0,1,0,2.0888,0.0,0.0,0.0,0.0,0.0
5720,190.633,0.970735,0,1,0,2.06772,0.0,0.0,0.0,0.0,0.0
5721,190.667,0.970631,0,1,0,1.73284,0.0,0.0,0.0,0.0,0.0
5722,190.7,0.968875,0,1,0,1.90366,0.0,0.0,0.0,0.0,0.0
5723,190.733,0.969925,0,1,0,1.82908,0.0,0.0,0.0,0.0,0.0
5724,190.767,0.969384,0,1,0,1.87981,0.0,0.0,0.0,0.0,0.0
5725,190.8,0.969431,0,1,0,1.22883,0.0,0.0,0.71214,0.0,0.0
5726,190.833,0.965258,0,1,0,1.07096,0.0,0.0,0.55496,0.0,0.0
5727,190.867,0.966673,0,1,0,1.12448,0.0,0.0,0.0,0.0,0.0
5728,190.9,0.972242,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5729,190.933,0.969788,0,1,0,0.0,1.03414,0.0,0.0,0.0,0.553649
5730,190.967,0.967794,1,1,0,0.0,1.70244,0.0,0.0,0.514336,0.690086
5731,191.0,0.96615,1,1,0,0.0,2.30043,0.0,0.0,0.510615,0.0
5732,191.033,0.971203,1,1,0,0.0,2.44788,0.655762,0.0,0.0,0.0
5733,191.067,0.973224,1,1,0,0.0,3.14125,0.727908,0.0,0.0,0.0
5734,191.1,0.978738,1,1,0,0.0,2.66939,0.63153,0.0,0.0,0.0
5735,191.133,0.972797,1,1,0,0.0,2.63371,0.636538,0.0,0.0,0.0
5736,191.167,0.974205,1,1,0,0.0,2.67986,0.61737,0.0,0.0,0.0
5737,191.2,0.970663,1,1,0,0.0,3.04251,0.694647,0.0,0.0,0.5224
5738,191.233,0.962662,1,1,1,0.944061,2.88516,0.689136,0.0,0.605351,0.70866
5739,191.267,0.952233,1,1,1,1.01937,2.43043,0.73067,0.0,0.643006,1.05051
5740,191.3,0.952685,1,1,1,1.11905,2.91852,0.910699,0.0,0.512619,1.01492
5741,191.333,0.965226,1,1,0,0.65899,2.8775,0.96252,0.0,0.0,0.717401
5742,191.367,0.964011,1,1,0,0.0,3.395,1.0197,0.0,0.510151,0.0
5743,191.4,0.964872,1,1,0,0.0,3.18839,0.814934,0.0,0.0,0.0
5744,191.433,0.957281,1,1,0,0.0,3.05067,0.522209,0.0,0.0,0.0
5745,191.467,0.935313,1,1,0,0.0,2.70897,0.636701,0.0,0.0,0.0
5746,191.5,0.970857,1,1,0,0.0,2.82204,0.572847,0.0,0.0,0.0
5747,191.533,0.958988,1,1,0,0.0,2.64908,0.0,0.0,0.0,0.0
5748,191.567,0.95484,1,1,0,0.0,2.63941,0.0,0.0,0.0,0.0
5749,191.6,0.961544,1,1,0,0.0,2.75057,0.0,0.0,0.0,0.0
5750,191.633,0.967601,1,1,0,0.0,2.52532,0.0,0.0,0.0,0.0
5751,191.667,0.965996,1,1,0,0.0,2.72584,0.0,0.0,0.0,0.0
5752,191.7,0.964301,1,1,0,0.0,2.73085,0.0,0.0,0.0,0.0
5753,191.733,0.968063,1,1,0,0.0,2.83738,0.0,0.0,0.0,0.0
5754,191.767,0.971617,1,1,0,0.0,2.96439,0.0,0.0,0.0,0.0
5755,191.8,0.973782,1,1,0,0.0,2.95556,0.0,0.0,0.0,0.0
5756,191.833,0.975304,1,1,0,0.0,2.60479,0.0,0.0,0.0,0.0
5757,191.867,0.976451,1,1,0,0.0,2.36887,0.0,0.0,0.0,0.0
5758,191.9,0.974722,1,1,0,0.0,2.12272,0.0,0.0,0.0,0.0
5759,191.933,0.976116,1,1,0,0.0,2.30082,0.0,0.0,0.0,0.0
5760,191.967,0.974864,1,1,0,0.0,1.94631,0.0,0.0,0.0,0.0
5761,192.0,0.980176,1,1,0,0.0,1.83287,0.0,0.0,0.0,0.0
5762,192.033,0.978572,1,1,0,0.0,1.86293,0.0,0.0,0.0,0.0
5763,192.067,0.978679,1,1,0,0.0,1.79631,0.0,0.0,0.0,0.0
5764,192.1,0.980029,1,1,0,0.0,1.85711,0.0,0.0,0.0,0.0
5765,192.133,0.980102,1,1,0,0.0,2.25968,0.0,0.0,0.0,0.0
5766,192.167,0.979652,1,1,0,0.0,2.39781,0.0,0.0,0.0,0.0
5767,192.2,0.976865,1,1,0,0.0,2.38736,0.0,0.0,0.0,0.0
5768,192.233,0.980003,1,1,0,0.0,2.4286,0.0,0.0,0.0,0.0
5769,192.267,0.979099,1,1,0,0.0,2.55433,0.0,0.0,0.0,0.0
5770,192.3,0.977012,1,1,0,0.0,2.81226,0.0,0.0,0.0,0.0
5771,192.333,0.977207,1,1,0,0.0,2.6842,0.0,0.0,0.0,0.0
5772,192.367,0.976715,1,1,0,0.0,2.58092,0.0,0.0,0.0,0.0
5773,192.4,0.977815,1,1,0,0.0,2.70389,0.0,0.0,0.0,0.0
5774,192.433,0.979406,1,1,0,0.0,2.86785,0.0,0.0,0.0,0.0
5775,192.467,0.980356,1,1,0,0.0,2.98214,0.50874,0.0,0.0,0.0
5776,192.5,0.978533,1,1,0,0.0,2.6969,0.0,0.0,0.0,0.0
5777,192.533,0.978642,1,1,0,0.0,2.69706,0.519407,0.0,0.0,0.0
5778,192.567,0.978238,1,1,0,0.0,2.72818,0.0,0.0,0.0,0.0
5779,192.6,0.978216,1,1,0,0.0,2.7127,0.507883,0.0,0.0,0.0
5780,192.633,0.979475,1,1,0,0.0,3.04428,0.0,0.0,0.0,0.0
5781,192.667,0.981255,1,1,0,0.0,2.8051,0.500859,0.0,0.0,0.0
5782,192.7,0.981973,1,1,0,0.0,2.94886,0.508308,0.0,0.52025,0.0
5783,192.733,0.981474,1,1,0,0.0,2.91618,0.54642,0.0,0.0,0.0
5784,192.767,0.981437,1,1,0,0.0,3.01554,0.525744,0.0,0.0,0.0
5785,192.8,0.980423,1,1,0,0.0,2.78659,0.561005,0.0,0.0,0.0
5786,192.833,0.981468,1,1,0,0.0,2.76054,0.0,0.0,0.0,0.0
5787,192.867,0.979911,1,1,0,0.0,2.80693,0.533171,0.0,0.0,0.0
5788,192.9,0.980938,1,1,0,0.0,2.86229,0.548681,0.0,0.0,0.0
5789,192.933,0.980253,1,1,0,0.0,2.95199,0.510962,0.0,0.549648,0.0
5790,192.967,0.980568,1,1,0,0.0,3.01703,0.0,0.0,0.0,0.0
5791,193.0,0.979875,1,1,0,0.0,3.0351,0.0,0.0,0.0,0.0
5792,193.033,0.981277,1,1,0,0.0,2.88532,0.520647,0.0,0.0,0.0
5793,193.067,0.980343,1,1,0,0.0,3.09178,0.557532,0.0,0.0,0.0
5794,193.1,0.980117,1,1,0,0.0,2.95168,0.0,0.0,0.0,0.0
5795,193.133,0.978484,1,1,0,0.0,2.97133,0.0,0.0,0.0,0.0
5796,193.167,0.976655,1,1,0,0.0,2.95261,0.0,0.0,0.0,0.0
5797,193.2,0.976814,1,1,0,0.0,3.12113,0.0,0.0,0.0,0.0
5798,193.233,0.979032,1,1,1,0.0,3.59389,0.0,0.0,0.596815,0.0
5799,193.267,0.982192,1,1,1,0.0,3.71317,0.50085,0.0,0.709503,0.0
5800,193.3,0.976055,1,0,1,0.0,3.26838,0.0,0.0,0.0,0.52512
5801,193.333,0.964631,1,0,1,0.720053,2.9457,0.0,0.0,0.0,0.830996
5802,193.367,0.955431,1,0,1,1.10673,3.2513,0.0,0.0,0.0,0.828617
5803,193.4,0.957369,1,0,0,0.711739,3.25999,0.0,0.0,0.0,0.550008
5804,193.433,0.962306,1,1,0,0.794837,3.19583,0.0,0.0,0.620707,0.615522
5805,193.467,0.964815,1,1,1,0.893549,3.72204,0.598214,0.0,0.739053,0.559409
5806,193.5,0.970442,1,1,0,0.0,4.00231,0.875233,0.0,0.868916,0.0
5807,193.533,0.97599,1,1,0,0.0,3.78187,0.770063,0.0,0.804668,0.598942
5808,193.567,0.978949,1,1,0,0.0,4.0788,0.805834,0.0,0.0,0.510438
5809,193.6,0.974202,1,1,0,0.0,3.52171,0.578876,0.0,0.0,0.0
5810,193.633,0.973097,1,1,1,0.0,3.5091,0.0,0.0,0.0,0.548781
5811,193.667,0.97267,1,1,1,0.0,3.22381,0.0,0.0,0.0,0.5413
5812,193.7,0.975545,1,1,1,0.0,3.23994,0.510253,0.0,0.0,0.0
5813,193.733,0.973007,1,1,1,0.0,3.22729,0.0,0.0,0.0,0.0
5814,193.767,0.960182,1,1,1,0.0,2.82547,0.0,0.0,0.0,0.0
5815,193.8,0.958408,1,1,1,0.0,2.90257,0.0,0.0,0.0,0.731497
5816,193.833,0.961232,1,1,1,0.0,2.90385,0.0,0.0,0.0,0.998389
5817,193.867,0.968094,1,1,1,0.0,3.25048,0.0,0.0,0.0,0.79377
5818,193.9,0.97072,1,1,0,0.0,3.31018,0.805345,0.0,0.0,0.0
5819,193.933,0.966308,1,1,0,0.0,2.99462,0.806707,0.0,0.0,0.0
5820,193.967,0.967994,1,1,0,0.0,3.22321,0.738189,0.0,0.0,0.0
5821,194.0,0.969992,1,1,0,0.0,3.06979,0.608868,0.0,0.0,0.0
5822,194.033,0.970238,1,1,0,0.0,3.08687,0.563197,0.0,0.0,0.0
5823,194.067,0.970882,1,1,0,0.0,2.87805,0.0,0.0,0.0,0.0
5824,194.1,0.972927,1,1,0,0.0,2.80864,0.520983,0.0,0.0,0.0
5825,194.133,0.976207,1,1,1,0.0,3.07772,0.0,0.0,0.504542,0.0
5826,194.167,0.96923,1,1,1,0.0,3.14692,0.0,0.0,0.0,0.0
5827,194.2,0.971009,1,1,1,0.0,3.17804,0.0,0.0,0.557407,0.0
5828,194.233,0.970652,1,1,1,0.0,2.91481,0.503366,0.0,0.50004,0.0
5829,194.267,0.973027,1,1,1,0.0,2.97401,0.535161,0.0,0.51431,0.0
5830,194.3,0.968636,1,1,1,0.540066,3.4086,0.546104,0.0,0.0,0.0
5831,194.333,0.965858,1,1,1,0.0,3.29511,0.0,0.0,0.0,0.0
5832,194.367,0.966965,1,1,1,0.610897,3.34964,0.0,0.0,0.0,0.0
5833,194.4,0.964305,1,1,1,0.0,3.07944,0.0,0.0,0.0,0.0
5834,194.433,0.968943,1,1,1,0.0,2.95697,0.0,0.0,0.0,0.0
5835,194.467,0.970713,1,1,1,0.542347,2.8559,0.0,0.0,0.0,0.0
5836,194.5,0.968549,1,1,1,0.534306,2.76674,0.0,0.0,0.0,0.0
5837,194.533,0.968479,1,0,1,0.662107,2.94946,0.0,0.0,0.0,0.63612
5838,194.567,0.962583,1,0,1,0.0,3.12032,0.0,0.0,0.0,0.649831
5839,194.6,0.958902,1,0,1,0.0,2.76627,0.0,0.0,0.0,0.774371
5840,194.633,0.965228,1,0,0,0.0,2.73822,0.0,0.0,0.0,0.627388
5841,194.667,0.964397,1,1,0,0.516994,2.65996,0.0,0.0,0.0,0.0
5842,194.7,0.965225,1,1,0,0.0,2.74968,0.0,0.0,0.0,0.542767
5843,194.733,0.964891,1,1,0,0.0,2.91944,0.0,0.0,0.0,0.0
5844,194.767,0.966011,1,1,0,0.0,2.98836,0.0,0.0,0.500753,0.531245
5845,194.8,0.969681,1,1,0,0.746868,2.84429,0.0,0.0,0.718948,0.0
5846,194.833,0.955578,1,1,0,1.18591,1.98589,0.537352,0.0,0.0,0.0
5847,194.867,0.949106,1,1,0,1.18255,2.27702,0.773839,0.0,0.0,0.0
5848,194.9,0.949468,1,1,0,1.01242,2.5844,0.912141,0.0,0.0,0.0
5849,194.933,0.959409,1,1,0,0.739056,3.00604,0.931008,0.0,0.698283,0.0
5850,194.967,0.945544,1,1,0,0.545654,2.89188,0.83865,0.0,0.661379,0.0
5851,195.0,0.944754,1,1,0,0.0,3.24017,0.758909,0.0,0.668536,0.0
5852,195.033,0.947983,1,1,0,0.0,2.70997,0.634879,0.0,0.0,0.0
5853,195.067,0.954863,1,1,0,0.0,3.12137,0.605781,0.0,0.560392,0.0
5854,195.1,0.971933,1,1,0,0.0,2.8583,0.631284,0.0,0.0,0.0
5855,195.133,0.97359,1,1,0,0.0,2.89573,0.649156,0.0,0.0,0.0
5856,195.167,0.97705,1,1,0,0.0,2.78612,0.64078,0.0,0.0,0.0
5857,195.2,0.978219,1,1,0,0.0,2.64873,0.633938,0.0,0.0,0.0
5858,195.233,0.970245,1,1,0,0.0,2.77263,0.62615,0.0,0.0,0.0
5859,195.267,0.961744,1,1,0,0.0,2.77318,0.0,0.0,0.0,0.738645
5860,195.3,0.965902,1,1,0,0.0,2.92522,0.0,0.0,0.0,0.976467
5861,195.333,0.967017,1,1,1,0.0,2.80087,0.0,0.0,0.0,0.918101
5862,195.367,0.96831,1,1,0,0.0,2.88965,0.516992,0.0,0.0,0.683949
5863,195.4,0.972883,1,1,0,0.603374,2.69711,0.0,0.0,0.0,0.0
5864,195.433,0.973289,1,1,0,0.0,2.8905,0.0,0.0,0.0,0.0
5865,195.467,0.96314,1,1,0,0.0,2.95701,0.0,0.0,0.511242,0.0
5866,195.5,0.935704,1,1,0,0.516254,3.05209,0.0,0.0,0.737164,0.0
5867,195.533,0.94238,1,1,0,0.0,3.0477,0.0,0.0,0.851893,0.0
5868,195.567,0.932223,1,1,0,0.683017,3.05113,0.0,0.0,0.705727,0.0
5869,195.6,0.935279,1,1,0,0.0,2.74626,0.0,0.0,0.0,0.0
5870,195.633,0.943348,1,1,0,0.0,2.91085,0.0,0.0,0.553651,0.0
5871,195.667,0.949626,1,1,0,0.0,3.27292,0.0,0.0,0.677345,0.0
5872,195.7,0.963352,1,1,0,0.602877,3.23851,0.0,0.0,0.0,0.0
5873,195.733,0.969493,1,1,0,0.557873,3.50429,0.0,0.0,0.0,0.579415
5874,195.767,0.968615,1,1,0,0.0,3.95606,0.543236,0.0,0.0,0.0
5875,195.8,0.967867,1,1,0,0.799833,3.64801,0.0,0.0,0.0,0.0
5876,195.833,0.969325,1,0,0,0.771447,3.71595,0.0,0.0,0.0,0.0
5877,195.867,0.963454,1,0,0,0.911296,3.66628,0.0,0.0,0.0,0.0
5878,195.9,0.962416,1,0,0,0.977563,3.48371,0.0,0.0,0.0,0.0
5879,195.933,0.963402,1,0,0,0.836641,3.60227,0.0,0.0,0.0,0.0
5880,195.967,0.95039,1,0,0,0.932544,3.83337,0.0,0.0,0.0,0.0
5881,196.0,0.956268,1,0,0,0.813219,3.30355,0.0,0.0,0.0,0.553829
5882,196.033,0.94705,1,0,0,0.884546,3.66575,0.0,0.0,0.0,0.674883
5883,196.067,0.932034,1,0,0,0.669468,3.35305,0.0,0.0,0.0,0.515305
5884,196.1,0.949794,1,0,1,0.0,3.0676,0.0,0.0,0.0,0.815579
5885,196.133,0.959843,1,0,1,0.0,2.85146,0.0,0.0,0.0,1.06005
5886,196.167,0.963893,1,0,1,0.0,2.32395,0.0,0.0,0.0,0.941679
5887,196.2,0.964444,1,0,1,0.0,1.86111,0.0,0.0,0.0,0.67974
5888,196.233,0.966793,1,0,1,0.0,2.02357,0.0,0.0,0.0,0.672662
5889,196.267,0.972304,1,0,1,0.512983,2.10525,0.0,0.0,0.0,0.569734
5890,196.3,0.97175,1,0,1,0.714238,2.5023,0.0,0.0,0.0,0.678242
5891,196.333,0.972779,1,0,1,0.741122,3.43436,0.0,0.0,0.0,0.689764
5892,196.367,0.967597,1,0,1,0.0,3.70029,0.0,0.0,0.0,0.0
5893,196.4,0.965644,1,1,0,0.0,3.24323,0.0,0.0,0.0,0.0
5894,196.433,0.968581,1,1,1,0.0,3.5449,0.529579,0.0,0.729713,0.0
5895,196.467,0.971422,1,1,0,0.0,3.10983,0.55595,0.0,0.587853,0.0
5896,196.5,0.975296,1,1,0,0.0,3.10958,0.590056,0.0,0.617833,0.0
5897,196.533,0.976995,1,1,1,0.0,3.09873,0.640338,0.0,0.603602,0.0
5898,196.567,0.977357,1,1,1,0.0,3.02204,0.573631,0.0,0.790836,0.0
5899,196.6,0.972336,1,1,1,0.0,3.15017,0.538693,0.0,0.502626,0.0
5900,196.633,0.969128,1,1,1,0.0,3.20897,0.557338,0.0,0.0,0.549529
5901,196.667,0.966329,1,1,1,0.0,3.23374,0.0,0.0,0.620418,0.51603
5902,196.7,0.960297,1,1,1,0.731998,3.68253,0.0,0.0,0.85788,0.0
5903,196.733,0.966536,1,0,0,0.741434,3.54367,0.0,0.0,0.528529,0.0
5904,196.767,0.96003,1,0,1,0.63846,3.33751,0.0,0.0,0.952675,0.0
5905,196.8,0.964819,1,0,0,0.597322,3.23478,0.0,0.0,0.567307,0.0
5906,196.833,0.963498,1,1,0,0.627192,3.25515,0.0,0.0,0.0,0.533083
5907,196.867,0.958052,1,0,0,0.0,3.34635,0.0,0.0,0.574227,0.600217
5908,196.9,0.961913,1,0,0,0.691064,3.75517,0.587146,0.0,0.749943,0.772501
5909,196.933,0.961653,1,1,0,0.567826,3.57793,0.614342,0.0,0.716841,0.758264
5910,196.967,0.963218,1,1,0,0.963469,3.63007,0.675272,0.0,0.538546,0.723342
5911,197.0,0.963309,1,1,0,1.19524,3.26666,0.582213,0.0,0.740031,0.785665
5912,197.033,0.963045,1,1,0,1.24247,3.21234,0.527784,0.0,0.0,0.719621
5913,197.067,0.969103,1,0,0,0.979444,3.2812,0.646942,0.0,0.556003,0.824554
5914,197.1,0.96568,1,0,0,0.726913,3.5222,0.0,0.0,0.526167,0.751356
